No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 6,GIANNELLI Simone,56,, 47,103,11.2
18,MICHIELETTO Alessandro,2,,, 2,0.4
 5,JUANTORENA Osmany,1,, 4,5,0.2
13,COLACI Massimo,1,, 2,3,0.2
14,GALASSI Gianluca,1,, 2,3,0.2
11,PIANO Matteo,1,,, 1,0.2
15,SBERTOLI Riccardo,1,,, 1,0.2
17,ANZANI Simone,1,,, 1,0.2
2,KOVAR Jiri,,,, ,
4,VETTORI Luca,,,, ,
9,ZAYTSEV Ivan,,,, ,
19,LAVIA Daniele,,,, ,
ls,,64,,55,119,12.8
