,Avg.Rk No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
0,24,KOBZAR Igor,7,4.0,, 11,2.33
1,27,GOLUBEV Valentin,6,7.0,, 13,2.0
2, 7,VOLKOV Dmitry,5,2.0,1,8,1.67
3,18,KLIUKA Egor,3,6.0,2,11,1.0
4, 9,IAKOVLEV Ivan,3,,-, 3,1.0
5,17,MIKHAYLOV Maxim,2,2.0,2,6,0.67
6, 4,VOLVICH Artem,,3.0,, 3,0.0
7,1,PODLESNYKH Yaroslav,,,-, ,
8,10,BOGDAN Denis,,,-, ,
9,11,PANKOV Pavel,,,-, ,
10,15,POLETAEV Victor,,,-, ,
11,20,KURKAEV Ilyas,,,-, ,
12,ls,,26,24.0,5,55,8.67
