No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
17,ZATORSKI Pawel,9,2.0,1,12,3.0
11,DRZYZGA Fabian,5,5.0,1,11,1.67
 9,LEON VENERO Wilfredo,3,3.0,1,7,1.0
14,SLIWKA Aleksander,2,4.0,, 6,0.67
 6,KUREK Bartosz,2,2.0,, 4,0.67
 1,NOWAKOWSKI Piotr,1,1.0,1,3,0.33
20,BIENIEK Mateusz,,1.0,1,2,0.0
15,KOCHANOWSKI Jakub,,1.0,, 1,0.0
5,KACZMAREK Lukasz,,,, ,
12,LOMACZ Grzegorz,,,, ,
13,KUBIAK Michal,,,, ,
16,SEMENIUK Kamil,,,, ,
ls,,22,19.0,5,46,7.33
