,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0, 9,AGREBI Omar,1.0,2,7,10,0.33
1,11,MOALLA Ismail,1.0,3,5,9,0.33
2, 2,KADHI Ahmed,, 1,10,11,0.0
3, 6,BEN OTHMEN MILADI Mohamed Ali,, 1,10,11,0.0
4, 3,BEN SLIMENE Khaled,, 2,9,11,0.0
5,15,BEN TARA Wassim,, 3,2,5,0.0
6,19,BOUGUERRA Aymen,, 1,2,3,0.0
7,7,KARAMOSLI Elyes,,,, ,
8,10,NAGGA Hamza,,,, ,
9,12,BEN CHEIKH Mehdi,,,, ,
10,13,MBAREKI Selim,,,, ,
11,20,HMISSI Saddem,,,, ,
12,ls,,2.0,13,45,60,0.67
