No.,Name,Points,Errors,In-Play,Total Attempts,by Set
14,ISHIKAWA Yuki,2,5,,7,0.67
6,YAMAUCHI Akihiro,1,9,1,11,0.33
12,SEKITA Masahiro,1,1,1,3,0.33
2,ONODERA Taishi,,9,,9,0
11,NISHIDA Yuji,,1,3,4,0
21,TAKAHASHI Ran,,2,1,3,0
17,TAKANASHI Kenta,,,2,2,0
20,YAMAMOTO Tomohiro,,,1,1,0
1,SHIMIZU Kunihiro,,,-, ,
3,FUJII Naonobu,,,-, ,
15,RI Haku,,,-, ,
19,OTSUKA Tatsunori,,,-, ,
ls,,4,27,9,40,1.33
