No.,Name,Excellents,Errors,In-Play,Attempts,%
20,YAMAMOTO Tomohiro,9,1.0,13,23,39.13
14,ISHIKAWA Yuki,9,, 8,17,
17,TAKANASHI Kenta,7,3.0,6,16,
21,TAKAHASHI Ran,4,, 4,8,
15,RI Haku,3,, 3,6,
2,ONODERA Taishi,2,, 3,5,
6,YAMAUCHI Akihiro,1,, 3,4,
19,OTSUKA Tatsunori,,, 2,2,
1,SHIMIZU Kunihiro,,,, ,
3,FUJII Naonobu,,,, ,
11,NISHIDA Yuji,,,, ,
12,SEKITA Masahiro,,,, ,
ls,,35,4.0,42,81,43.21
