No.,Name,Excellents,Errors,In-Play,Attempts,%
 5,JUANTORENA Osmany,23,3.0,11,37,62.16
18,MICHIELETTO Alessandro,11,, 10,21,52.38
13,COLACI Massimo,9,2.0,9,20,
4,VETTORI Luca,,, 1,1,
6,GIANNELLI Simone,,, 1,1,
11,PIANO Matteo,,, 1,1,
14,GALASSI Gianluca,,, 1,1,
17,ANZANI Simone,1,,, 1,
2,KOVAR Jiri,,,, ,
9,ZAYTSEV Ivan,,,, ,
15,SBERTOLI Riccardo,,,, ,
19,LAVIA Daniele,,,, ,
ls,,44,5.0,34,83,53.01
