,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0,11,SOLE Sebastian,3.0,6,8,17,0.75
1, 8,LOSER Agustin,1.0,3,3,7,0.25
2,15,de CECCO Luciano,1.0,6,, 7,0.25
3,13,PALACIOS Ezequiel,1.0,1,3,5,0.25
4, 2,PEREYRA Federico,1.0,,, 1,0.25
5, 7,CONTE Facundo,, 2,3,5,0.0
6,12,LIMA Bruno,, 2,2,4,0.0
7, 1,SANCHEZ Matias,,, 1,1,0.0
8,6,POGLAJEN Cristian,,,, ,
9,9,DANANI Santiago,,,, ,
10,17,MENDEZ Nicolas,,,, ,
11,18,RAMOS Martin,,,, ,
12,ls,,7.0,20,20,47,1.75
