,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0,18,SOUZA Ricardo Lucarelli,, 4,14,18,0.0
1,16,SAATKAMP Lucas,, 2,11,13,0.0
2,13,De SOUZA Mauricio Luiz,, 1,11,12,0.0
3, 9,LEAL HIDALGO Yoandy,, 4,8,12,0.0
4, 8,De SOUZA Wallace,, 2,7,9,0.0
5, 1,REZENDE Bruno Mossa,,, 6,6,0.0
6, 6,GIL KRELING Fernando,,, 2,2,0.0
7,12,SANTOS Isac,,, 2,2,0.0
8,5,BORGES ALMEIDA SILVA Mauricio,,,, ,
9,14,CORREIA De SOUZA Douglas,,,, ,
10,17,HOSS Thales,,,, ,
11,21,SOUZA Alan,,,, ,
12,ls,,,13,61,74,0.0
