,TotalRk No.,Name,Excellents,Errors,In-Play,Attempts,%
0,27,GOLUBEV Valentin,9,1.0,14,24,37.5
1,18,KLIUKA Egor,6,2.0,11,19,31.58
2,7,VOLKOV Dmitry,6,, 6,12,
3,9,IAKOVLEV Ivan,,, 1,1,
4,1,PODLESNYKH Yaroslav,,,, ,
5,4,VOLVICH Artem,,,, ,
6,10,BOGDAN Denis,,,, ,
7,11,PANKOV Pavel,,,, ,
8,15,POLETAEV Victor,,,, ,
9,17,MIKHAYLOV Maxim,,,, ,
10,20,KURKAEV Ilyas,,,, ,
11,24,KOBZAR Igor,,,, ,
12,ls,,21,3.0,32,56,37.5
