No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 3,SANDER Taylor,2.0,3,, 5,0.67
20,SMITH David,1.0,1,5,7,0.33
12,HOLT Maxwell,1.0,2,4,7,0.33
 8,DEFALCO Torey,1.0,1,2,4,0.33
11,CHRISTENSON Micah,, 2,2,4,0.0
 1,ANDERSON Matthew,,,- 3,3,0.0
5,ENSING Kyle,,,-, ,
6,STAHL Mitchell,,,-, ,
7,SHOJI Kawika,,,-, ,
17,JAESCHKE Thomas,,,-, ,
18,MUAGUTUTIA Garrett,,,-, ,
22,SHOJI Erik,,,-, ,
ls,,5.0,9,16,30,1.67
