,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0,11,SOLE Sebastian,3.0,3,3,9,1.0
1,12,LIMA Bruno,1.0,5,, 6,0.33
2,15,de CECCO Luciano,1.0,3,1,5,0.33
3, 8,LOSER Agustin,, 5,7,12,0.0
4, 7,CONTE Facundo,, 2,2,4,0.0
5,13,PALACIOS Ezequiel,, 2,2,4,0.0
6, 6,POGLAJEN Cristian,,, 2,2,0.0
7,18,RAMOS Martin,, 1,, 1,0.0
8,1,SANCHEZ Matias,,,, ,
9,2,PEREYRA Federico,,,, ,
10,9,DANANI Santiago,,,, ,
11,17,MENDEZ Nicolas,,,, ,
12,ls,,5.0,21,17,43,1.67
