,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0,11,BRIZARD Antoine,1.0,1,9,11,0.33
1, 9,NGAPETH Earvin,1.0,4,6,11,0.33
2, 4,PATRY Jean,1.0,, 4,5,0.33
3,14,le GOFF Nicolas,,, 9,9,0.0
4, 7,TILLIE Kevin,,, 8,8,0.0
5, 1,CHINENYEZE Barthelemy,,, 6,6,0.0
6,12,BOYER Stephen,, 2,2,4,0.0
7,17,CLEVENOT Trevor,, 1,2,3,0.0
8,19,LOUATI Yacine,, 1,1,2,0.0
9, 6,TONIUTTI Benjamin,,, 1,1,0.0
10,2,GREBENNIKOV Jenia,,,, ,
11,16,BULTOR Daryl,,,, ,
12,ls,,3.0,9,48,60,1.0
