No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
11,BRIZARD Antoine,31,, 24,55,6.2
 6,TONIUTTI Benjamin,21,, 13,34,4.2
 4,PATRY Jean,3,, 3,6,0.6
 2,GREBENNIKOV Jenia,2,, 2,4,0.4
17,CLEVENOT Trevor,2,, 2,4,0.4
 9,NGAPETH Earvin,1,, 2,3,0.2
 1,CHINENYEZE Barthelemy,,, 1,1,0.0
7,TILLIE Kevin,,,, ,
12,BOYER Stephen,,,, ,
14,le GOFF Nicolas,,,, ,
16,BULTOR Daryl,,,, ,
19,LOUATI Yacine,,,, ,
ls,,60,,47,107,12.0
