,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0, 7,CONTE Facundo,1.0,4,9,14,0.33
1, 8,LOSER Agustin,, 2,10,12,0.0
2,11,SOLE Sebastian,,, 10,10,0.0
3,15,de CECCO Luciano,, 1,9,10,0.0
4,12,LIMA Bruno,, 6,2,8,0.0
5, 6,POGLAJEN Cristian,, 1,5,6,0.0
6,13,PALACIOS Ezequiel,, 1,1,2,0.0
7, 1,SANCHEZ Matias,,, 1,1,0.0
8, 2,PEREYRA Federico,,, 1,1,0.0
9,18,RAMOS Martin,,, 1,1,0.0
10,9,DANANI Santiago,,,, ,
11,17,MENDEZ Nicolas,,,, ,
12,ls,,1.0,15,49,65,0.33
