No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 2,KADHI Ahmed,2.0,7,4,13,0.67
 9,AGREBI Omar,2.0,5,3,10,0.67
15,BEN TARA Wassim,2.0,,, 2,0.67
 6,BEN OTHMEN MILADI Mohamed Ali,1.0,3,4,8,0.33
 3,BEN SLIMENE Khaled,1.0,5,1,7,0.33
 7,KARAMOSLI Elyes,, 4,1,5,0.0
11,MOALLA Ismail,, 1,1,2,0.0
10,NAGGA Hamza,,, 1,1,0.0
12,BEN CHEIKH Mehdi,,,, ,
13,MBAREKI Selim,,,, ,
19,BOUGUERRA Aymen,,,, ,
20,HMISSI Saddem,,,, ,
ls,,8.0,25,15,48,2.67
