No.,Name,Points,Errors,In-Play,Total Attempts,by Set
18,MICHIELETTO Alessandro,3.0,5,7,15,0.75
 5,JUANTORENA Osmany,1.0,2,17,20,0.25
 9,ZAYTSEV Ivan,1.0,4,6,11,0.25
 6,GIANNELLI Simone,, 4,15,19,0.0
17,ANZANI Simone,,, 12,12,0.0
14,GALASSI Gianluca,, 4,8,12,0.0
 4,VETTORI Luca,, 2,2,4,0.0
11,PIANO Matteo,,, 3,3,0.0
15,SBERTOLI Riccardo,,, 3,3,0.0
19,LAVIA Daniele,, 1,, 1,0.0
2,KOVAR Jiri,,,, ,
13,COLACI Massimo,,,, ,
ls,,5.0,22,73,100,1.25
