No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
22,SHOJI Erik,12,4.0,, 16,4.0
11,CHRISTENSON Micah,5,4.0,, 9,1.67
 3,SANDER Taylor,4,3.0,1,8,1.33
 8,DEFALCO Torey,2,4.0,, 6,0.67
 1,ANDERSON Matthew,1,6.0,, 7,0.33
 6,STAHL Mitchell,1,2.0,, 3,0.33
20,SMITH David,1,,-, 1,0.33
12,HOLT Maxwell,,4.0,, 4,0.0
5,ENSING Kyle,,,-, ,
7,SHOJI Kawika,,,-, ,
17,JAESCHKE Thomas,,,-, ,
18,MUAGUTUTIA Garrett,,,-, ,
ls,,26,27.0,1,54,8.67
