,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0, 9,AGREBI Omar,3.0,5,1,9,0.75
1,15,BEN TARA Wassim,2.0,8,3,13,0.5
2, 6,BEN OTHMEN MILADI Mohamed Ali,1.0,2,1,4,0.25
3, 2,KADHI Ahmed,, 5,5,10,0.0
4, 3,BEN SLIMENE Khaled,, 5,5,10,0.0
5,11,MOALLA Ismail,, 3,3,6,0.0
6,13,MBAREKI Selim,, 4,, 4,0.0
7,10,NAGGA Hamza,, 2,1,3,0.0
8,7,KARAMOSLI Elyes,,,, ,
9,12,BEN CHEIKH Mehdi,,,, ,
10,19,BOUGUERRA Aymen,,,, ,
11,20,HMISSI Saddem,,,, ,
12,ls,,6.0,34,19,59,1.5
