,TotalRk No.,Name,Points,Errors,In-Play,Attempts,%
0, 7,CONTE Facundo,12.0,4,7,23,34.78
1,12,LIMA Bruno,8.0,5,6,19,15.79
2,8,LOSER Agustin,7.0,, 3,10,
3,6,POGLAJEN Cristian,4.0,4,2,10,
4,11,SOLE Sebastian,1.0,2,4,7,
5,13,PALACIOS Ezequiel,, 1,5,6,
6,15,de CECCO Luciano,2.0,, 1,3,
7,2,PEREYRA Federico,,, 1,1,
8,1,SANCHEZ Matias,,,, ,
9,9,DANANI Santiago,,,, ,
10,17,MENDEZ Nicolas,,,, ,
11,18,RAMOS Martin,,,, ,
12,ls,,34.0,16,29,79,22.78
