No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
11,CHRISTENSON Micah,43,, 22,65,14.33
 8,DEFALCO Torey,2,,, 2,0.67
20,SMITH David,1,,, 1,0.33
22,SHOJI Erik,,, 3,3,0.0
1,ANDERSON Matthew,,,, ,
3,SANDER Taylor,,,, ,
5,ENSING Kyle,,,, ,
6,STAHL Mitchell,,,, ,
7,SHOJI Kawika,,,, ,
12,HOLT Maxwell,,,, ,
17,JAESCHKE Thomas,,,, ,
18,MUAGUTUTIA Garrett,,,, ,
ls,,46,,25,71,15.33
