No.,Name,Points,Errors,In-Play,Total Attempts,by Set
11,PANKOV Pavel,2.0,2,4,8,0.5
18,KLIUKA Egor,1.0,1,10,12,0.25
24,KOBZAR Igor,, 2,14,16,0.0
17,MIKHAYLOV Maxim,, 2,13,15,0.0
 9,IAKOVLEV Ivan,, 3,9,12,0.0
 7,VOLKOV Dmitry,, 5,6,11,0.0
 4,VOLVICH Artem,,, 7,7,0.0
 1,PODLESNYKH Yaroslav,, 1,6,7,0.0
20,KURKAEV Ilyas,,, 4,4,0.0
10,BOGDAN Denis,,,, ,
15,POLETAEV Victor,,,, ,
27,GOLUBEV Valentin,,,, ,
ls,,3.0,16,73,92,0.75
