No.,Name,Points,Errors,In-Play,Total Attempts,by Set
12,LIMA Bruno,3.0,3,13,19,0.6
 8,LOSER Agustin,2.0,3,8,13,0.4
 7,CONTE Facundo,1.0,2,18,21,0.2
11,SOLE Sebastian,, 1,21,22,0.0
15,de CECCO Luciano,, 1,14,15,0.0
 6,POGLAJEN Cristian,, 2,7,9,0.0
13,PALACIOS Ezequiel,, 1,1,2,0.0
 2,PEREYRA Federico,, 1,, 1,0.0
1,SANCHEZ Matias,,,, ,
9,DANANI Santiago,,,, ,
17,MENDEZ Nicolas,,,, ,
18,RAMOS Martin,,,, ,
ls,,6.0,14,82,102,1.2
