No.,Name,Excellents,Errors,In-Play,Attempts,%
 5,JUANTORENA Osmany,20,, 3,23,86.96
13,COLACI Massimo,15,3.0,3,21,71.43
18,MICHIELETTO Alessandro,14,, 6,20,70.0
19,LAVIA Daniele,1,, 2,3,
9,ZAYTSEV Ivan,1,1.0,1,3,
17,ANZANI Simone,,, 1,1,
2,KOVAR Jiri,,,, ,
4,VETTORI Luca,,,, ,
6,GIANNELLI Simone,,,, ,
11,PIANO Matteo,,,, ,
14,GALASSI Gianluca,,,, ,
15,SBERTOLI Riccardo,,,, ,
ls,,51,4.0,16,71,71.83
