,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0,15,SBERTOLI Riccardo,1.0,2,7,10,0.33
1,17,ANZANI Simone,, 2,10,12,0.0
2, 9,ZAYTSEV Ivan,, 3,9,12,0.0
3,18,MICHIELETTO Alessandro,, 1,9,10,0.0
4, 5,JUANTORENA Osmany,, 2,8,10,0.0
5,14,GALASSI Gianluca,, 5,4,9,0.0
6,11,PIANO Matteo,,, 1,1,0.0
7,19,LAVIA Daniele,,, 1,1,0.0
8, 4,VETTORI Luca,, 1,, 1,0.0
9,2,KOVAR Jiri,,,, ,
10,6,GIANNELLI Simone,,,, ,
11,13,COLACI Massimo,,,, ,
12,ls,,1.0,16,49,66,0.33
