No.,Name,Points,Errors,In-Play,Attempts,%
18,KLIUKA Egor,10.0,3,8,21,33.33
17,MIKHAYLOV Maxim,10.0,4,13,27,22.22
 7,VOLKOV Dmitry,7.0,5,10,22,9.09
9,IAKOVLEV Ivan,6.0,2,4,12,
1,PODLESNYKH Yaroslav,6.0,, 5,11,
4,VOLVICH Artem,4.0,2,3,9,
10,BOGDAN Denis,2.0,, 1,3,
20,KURKAEV Ilyas,1.0,, 1,2,
24,KOBZAR Igor,,, 2,2,
15,POLETAEV Victor,,, 1,1,
11,PANKOV Pavel,,,, ,
27,GOLUBEV Valentin,,,, ,
ls,,46.0,16,48,110,27.27
