No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
15,de CECCO Luciano,51,, 52,103,10.2
 1,SANCHEZ Matias,5,1.0,4,10,1.0
 7,CONTE Facundo,3,, 2,5,0.6
 9,DANANI Santiago,2,, 2,4,0.4
11,SOLE Sebastian,2,, 1,3,0.4
 8,LOSER Agustin,,, 1,1,0.0
12,LIMA Bruno,,, 1,1,0.0
2,PEREYRA Federico,,,, ,
6,POGLAJEN Cristian,,,, ,
13,PALACIOS Ezequiel,,,, ,
17,MENDEZ Nicolas,,,, ,
18,RAMOS Martin,,,, ,
ls,,63,1.0,63,127,12.6
