No.,Name,Points,Errors,In-Play,Total Attempts,by Set
15,KOCHANOWSKI Jakub,4.0,5,3,12,1.33
20,BIENIEK Mateusz,4.0,3,4,11,1.33
 6,KUREK Bartosz,2.0,1,3,6,0.67
 9,LEON VENERO Wilfredo,2.0,2,2,6,0.67
14,SLIWKA Aleksander,, 2,2,4,0.0
 1,NOWAKOWSKI Piotr,, 1,2,3,0.0
11,DRZYZGA Fabian,, 1,2,3,0.0
5,KACZMAREK Lukasz,,,, ,
12,LOMACZ Grzegorz,,,, ,
13,KUBIAK Michal,,,, ,
16,SEMENIUK Kamil,,,, ,
17,ZATORSKI Pawel,,,, ,
ls,,12.0,15,18,45,4.0
