No.,Name,Points,Errors,In-Play,Attempts,%
 4,PATRY Jean,17.0,5,6,28,42.86
 9,NGAPETH Earvin,17.0,6,8,31,35.48
17,CLEVENOT Trevor,16.0,6,8,30,33.33
1,CHINENYEZE Barthelemy,6.0,1,2,9,
14,le GOFF Nicolas,4.0,1,2,7,
19,LOUATI Yacine,1.0,1,, 2,
6,TONIUTTI Benjamin,,, 1,1,
12,BOYER Stephen,1.0,,, 1,
2,GREBENNIKOV Jenia,,,, ,
7,TILLIE Kevin,,,, ,
11,BRIZARD Antoine,,,, ,
16,BULTOR Daryl,,,, ,
ls,,62.0,20,27,109,38.53
