,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0, 1,PODLESNYKH Yaroslav,1.0,3,7,11,0.2
1,17,MIKHAYLOV Maxim,, 2,16,18,0.0
2,18,KLIUKA Egor,, 4,14,18,0.0
3,11,PANKOV Pavel,, 1,13,14,0.0
4, 9,IAKOVLEV Ivan,, 4,9,13,0.0
5,20,KURKAEV Ilyas,, 3,8,11,0.0
6,15,POLETAEV Victor,, 1,8,9,0.0
7, 7,VOLKOV Dmitry,, 2,3,5,0.0
8,24,KOBZAR Igor,, 3,1,4,0.0
9,4,VOLVICH Artem,,,, ,
10,10,BOGDAN Denis,,,, ,
11,27,GOLUBEV Valentin,,,, ,
12,ls,,1.0,23,79,103,0.2
