No.,Name,Points,Errors,In-Play,Total Attempts,by Set
13,VERNONEVANS Sharone,2.0,5,3,10,0.5
 9,BLANKENAU Jay,2.0,4,, 6,0.5
12,van BERKEL Lucas,1.0,6,8,15,0.25
 2,PERRIN John Gordon,1.0,6,2,9,0.25
17,VIGRASS Graham,, 4,2,6,0.0
 4,HOAG Nicholas,, 2,3,5,0.0
20,SZWARC Arthur,, 3,2,5,0.0
 7,MAAR Stephen Timothy,, 1,1,2,0.0
1,SANDERS Tyler,,,, ,
3,MARSHALL Steven,,,, ,
10,SCLATER Ryan Joseph,,,, ,
19,BANN Blair Cameron,,,, ,
ls,,6.0,31,21,58,1.5
