No.,Name,Points,Errors,In-Play,Attempts,%
14,CORREIA De SOUZA Douglas,6.0,1,5,12,41.67
9,LEAL HIDALGO Yoandy,4.0,5,10,19,
8,De SOUZA Wallace,5.0,6,7,18,
13,De SOUZA Mauricio Luiz,4.0,, 6,10,
16,SAATKAMP Lucas,6.0,2,, 8,
21,SOUZA Alan,2.0,2,1,5,
18,SOUZA Ricardo Lucarelli,1.0,2,1,4,
6,GIL KRELING Fernando,, 1,1,2,
5,BORGES ALMEIDA SILVA Mauricio,, 1,, 1,
1,REZENDE Bruno Mossa,,,, ,
12,SANTOS Isac,,,, ,
17,HOSS Thales,,,, ,
ls,,28.0,20,31,79,10.13
