,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0, 7,CONTE Facundo,3.0,2,10,15,1.0
1,15,de CECCO Luciano,1.0,2,14,17,0.33
2, 8,LOSER Agustin,1.0,, 11,12,0.33
3,11,SOLE Sebastian,1.0,2,9,12,0.33
4, 6,POGLAJEN Cristian,1.0,, 1,2,0.33
5,12,LIMA Bruno,, 4,5,9,0.0
6,13,PALACIOS Ezequiel,, 1,4,5,0.0
7, 1,SANCHEZ Matias,,, 2,2,0.0
8,2,PEREYRA Federico,,,, ,
9,9,DANANI Santiago,,,, ,
10,17,MENDEZ Nicolas,,,, ,
11,18,RAMOS Martin,,,, ,
12,ls,,7.0,11,56,74,2.33
