No.,Name,Excellents,Errors,In-Play,Attempts,%
18,KLIUKA Egor,17,2.0,3,22,77.27
 7,VOLKOV Dmitry,17,, 6,23,73.91
27,GOLUBEV Valentin,7,1.0,7,15,
9,IAKOVLEV Ivan,1,,, 1,
17,MIKHAYLOV Maxim,,, 1,1,
24,KOBZAR Igor,,, 1,1,
1,PODLESNYKH Yaroslav,,,, ,
4,VOLVICH Artem,,,, ,
10,BOGDAN Denis,,,, ,
11,PANKOV Pavel,,,, ,
15,POLETAEV Victor,,,, ,
20,KURKAEV Ilyas,,,, ,
ls,,42,3.0,18,63,66.67
