No.,Name,Excellents,Errors,In-Play,Attempts,%
 9,DANANI Santiago,15,, 5,20,75.0
13,PALACIOS Ezequiel,24,, 10,34,70.59
7,CONTE Facundo,18,, 1,19,
6,POGLAJEN Cristian,5,, 1,6,
12,LIMA Bruno,1,,, 1,
1,SANCHEZ Matias,,,, ,
2,PEREYRA Federico,,,, ,
8,LOSER Agustin,,,, ,
11,SOLE Sebastian,,,, ,
15,de CECCO Luciano,,,, ,
17,MENDEZ Nicolas,,,, ,
18,RAMOS Martin,,,, ,
ls,,63,,17,80,78.75
