No.,Name,Points,Errors,In-Play,Total Attempts,by Set
14,ISHIKAWA Yuki,3.0,5,2,10,0.75
 2,ONODERA Taishi,1.0,5,5,11,0.25
17,TAKANASHI Kenta,1.0,1,1,3,0.25
15,RI Haku,, 1,4,5,0.0
11,NISHIDA Yuji,, 2,3,5,0.0
 3,FUJII Naonobu,, 3,1,4,0.0
 6,YAMAUCHI Akihiro,, 2,1,3,0.0
21,TAKAHASHI Ran,, 1,1,2,0.0
12,SEKITA Masahiro,,, 1,1,0.0
 1,SHIMIZU Kunihiro,, 1,, 1,0.0
19,OTSUKA Tatsunori,,,, ,
20,YAMAMOTO Tomohiro,,,, ,
ls,,5.0,21,19,45,1.25
