No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 9,LEON VENERO Wilfredo,3.0,6,17,26,0.6
20,BIENIEK Mateusz,2.0,5,12,19,0.4
 6,KUREK Bartosz,1.0,6,13,20,0.2
15,KOCHANOWSKI Jakub,1.0,2,6,9,0.2
14,SLIWKA Aleksander,, 2,13,15,0.0
11,DRZYZGA Fabian,, 2,11,13,0.0
 1,NOWAKOWSKI Piotr,, 2,4,6,0.0
16,SEMENIUK Kamil,, 1,2,3,0.0
 5,KACZMAREK Lukasz,, 1,1,2,0.0
12,LOMACZ Grzegorz,,,, ,
13,KUBIAK Michal,,,, ,
17,ZATORSKI Pawel,,,, ,
ls,,7.0,27,79,113,1.4
