No.,Name,Excellents,Errors,In-Play,Attempts,%
 8,DEFALCO Torey,13,1.0,3,17,76.47
 3,SANDER Taylor,16,, 5,21,76.19
22,SHOJI Erik,13,, 2,15,
1,ANDERSON Matthew,3,, 2,5,
11,CHRISTENSON Micah,,, 2,2,
17,JAESCHKE Thomas,1,, 1,2,
18,MUAGUTUTIA Garrett,1,,, 1,
20,SMITH David,1,,, 1,
5,ENSING Kyle,,,, ,
6,STAHL Mitchell,,,, ,
7,SHOJI Kawika,,,, ,
12,HOLT Maxwell,,,, ,
ls,,48,1.0,15,64,75.0
