No.,Name,Points,Errors,In-Play,Total Attempts,by Set
11,NISHIDA Yuji,4.0,4,4,12,0.8
 6,YAMAUCHI Akihiro,2.0,6,2,10,0.4
 2,ONODERA Taishi,1.0,11,3,15,0.2
14,ISHIKAWA Yuki,1.0,7,, 8,0.2
12,SEKITA Masahiro,, 6,2,8,0.0
 3,FUJII Naonobu,, 1,2,3,0.0
21,TAKAHASHI Ran,, 2,1,3,0.0
17,TAKANASHI Kenta,,, 1,1,0.0
1,SHIMIZU Kunihiro,,,, ,
15,RI Haku,,,, ,
19,OTSUKA Tatsunori,,,, ,
20,YAMAMOTO Tomohiro,,,, ,
ls,,8.0,37,15,60,1.6
