,TotalRk No.,Name,Excellents,Errors,In-Play,Attempts,%
0, 9,NGAPETH Earvin,19,, 16,35,54.29
1, 2,GREBENNIKOV Jenia,19,2.0,17,38,50.0
2,17,CLEVENOT Trevor,16,, 8,24,
3,19,LOUATI Yacine,3,, 1,4,
4,14,le GOFF Nicolas,,, 2,2,
5,1,CHINENYEZE Barthelemy,1,,, 1,
6,7,TILLIE Kevin,1,,, 1,
7,4,PATRY Jean,,,, ,
8,6,TONIUTTI Benjamin,,,, ,
9,11,BRIZARD Antoine,,,, ,
10,12,BOYER Stephen,,,, ,
11,16,BULTOR Daryl,,,, ,
12,ls,,59,2.0,44,105,56.19
