,Avg.Rk No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
0,11,BRIZARD Antoine,26,, 21,47,8.67
1, 6,TONIUTTI Benjamin,6,, 6,12,2.0
2, 2,GREBENNIKOV Jenia,1,, 1,2,0.33
3, 9,NGAPETH Earvin,,, 6,6,0.0
4,1,CHINENYEZE Barthelemy,,,, ,
5,4,PATRY Jean,,,, ,
6,7,TILLIE Kevin,,,, ,
7,12,BOYER Stephen,,,, ,
8,14,le GOFF Nicolas,,,, ,
9,16,BULTOR Daryl,,,, ,
10,17,CLEVENOT Trevor,,,, ,
11,19,LOUATI Yacine,,,, ,
12,ls,,33,,34,67,11.0
