No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
11,DRZYZGA Fabian,55,2.0,50,107,11.0
14,SLIWKA Aleksander,1,, 3,4,0.2
 9,LEON VENERO Wilfredo,1,, 1,2,0.2
12,LOMACZ Grzegorz,1,,, 1,0.2
17,ZATORSKI Pawel,,, 2,2,0.0
 1,NOWAKOWSKI Piotr,,, 1,1,0.0
5,KACZMAREK Lukasz,,,, ,
6,KUREK Bartosz,,,, ,
13,KUBIAK Michal,,,, ,
15,KOCHANOWSKI Jakub,,,, ,
16,SEMENIUK Kamil,,,, ,
20,BIENIEK Mateusz,,,, ,
ls,,58,2.0,57,117,11.6
