,TotalRk No.,Name,Excellents,Errors,In-Play,Attempts,%
0, 5,JUANTORENA Osmany,10,1.0,8,19,52.63
1,13,COLACI Massimo,9,, 10,19,47.37
2,18,MICHIELETTO Alessandro,11,3.0,13,27,40.74
3,9,ZAYTSEV Ivan,1,1.0,, 2,
4,17,ANZANI Simone,1,,, 1,
5,2,KOVAR Jiri,,,, ,
6,4,VETTORI Luca,,,, ,
7,6,GIANNELLI Simone,,,, ,
8,11,PIANO Matteo,,,, ,
9,14,GALASSI Gianluca,,,, ,
10,15,SBERTOLI Riccardo,,,, ,
11,19,LAVIA Daniele,,,, ,
12,ls,,32,5.0,31,68,47.06
