No.,Name,Points,Errors,In-Play,Total Attempts,by Set
12,van BERKEL Lucas,1.0,1,17,19,0.33
17,VIGRASS Graham,1.0,1,11,13,0.33
 4,HOAG Nicholas,1.0,3,8,12,0.33
10,SCLATER Ryan Joseph,1.0,2,7,10,0.33
 2,PERRIN John Gordon,, 3,7,10,0.0
 1,SANDERS Tyler,,, 8,8,0.0
 9,BLANKENAU Jay,,, 1,1,0.0
3,MARSHALL Steven,,,, ,
7,MAAR Stephen Timothy,,,, ,
13,VERNONEVANS Sharone,,,, ,
19,BANN Blair Cameron,,,, ,
20,SZWARC Arthur,,,, ,
ls,,4.0,10,59,73,1.33
