No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 2,EBADIPOUR GHARA H. Milad,5.0,3,8,16,1.67
10,GHAFOUR Amir,1.0,4,4,9,0.33
17,SALEHI Meisam,, 1,7,8,0.0
 4,MAROUFLAKRANI Mir Saeid,, 1,6,7,0.0
 6,MOUSAVI ERAGHI Seyed Mohammad,, 3,4,7,0.0
15,MOJARAD Aliasghar,,, 6,6,0.0
11,KAZEMI Saber,, 2,2,4,0.0
 9,GHOLAMI Masoud,,, 2,2,0.0
24,KARIMISOUCHELMAEI Javad,, 1,, 1,0.0
12,SHARIFI Morteza,,,, ,
19,MARANDI Mahdi,,,, ,
21,SALEHI Arman,,,, ,
ls,,6.0,15,39,60,2.0
