,Avg.Rk No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
0,15,de CECCO Luciano,36,1.0,34,71,9.0
1, 1,SANCHEZ Matias,6,, 4,10,1.5
2, 7,CONTE Facundo,2,, 3,5,0.5
3,13,PALACIOS Ezequiel,1,, 1,2,0.25
4, 6,POGLAJEN Cristian,,, 1,1,0.0
5, 9,DANANI Santiago,,, 1,1,0.0
6,2,PEREYRA Federico,,,, ,
7,8,LOSER Agustin,,,, ,
8,11,SOLE Sebastian,,,, ,
9,12,LIMA Bruno,,,, ,
10,17,MENDEZ Nicolas,,,, ,
11,18,RAMOS Martin,,,, ,
12,ls,,45,1.0,44,90,11.25
