No.,Name,Points,Errors,In-Play,Attempts,%
 6,KUREK Bartosz,12.0,3,4,19,47.37
 9,LEON VENERO Wilfredo,14.0,4,8,26,38.46
14,SLIWKA Aleksander,8.0,4,2,14,28.57
1,NOWAKOWSKI Piotr,3.0,1,2,6,
20,BIENIEK Mateusz,3.0,1,1,5,
11,DRZYZGA Fabian,3.0,, 1,4,
15,KOCHANOWSKI Jakub,1.0,, 1,2,
5,KACZMAREK Lukasz,,,, ,
12,LOMACZ Grzegorz,,,, ,
13,KUBIAK Michal,,,, ,
16,SEMENIUK Kamil,,,, ,
17,ZATORSKI Pawel,,,, ,
ls,,44.0,13,19,76,40.79
