,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0, 9,IAKOVLEV Ivan,3.0,10,6,19,0.6
1,17,MIKHAYLOV Maxim,3.0,2,5,10,0.6
2,11,PANKOV Pavel,1.0,3,2,6,0.2
3, 1,PODLESNYKH Yaroslav,1.0,2,, 3,0.2
4,20,KURKAEV Ilyas,, 8,4,12,0.0
5,18,KLIUKA Egor,, 4,2,6,0.0
6, 7,VOLKOV Dmitry,,, 4,4,0.0
7,24,KOBZAR Igor,, 1,1,2,0.0
8,4,VOLVICH Artem,,,, ,
9,10,BOGDAN Denis,,,, ,
10,15,POLETAEV Victor,,,, ,
11,27,GOLUBEV Valentin,,,, ,
12,ls,,8.0,30,24,62,1.6
