No.,Name,Points,Errors,In-Play,Total Attempts,by Set
18,SOUZA Ricardo Lucarelli,3.0,3,17,23,0.6
16,SAATKAMP Lucas,1.0,2,16,19,0.2
 9,LEAL HIDALGO Yoandy,1.0,2,14,17,0.2
13,De SOUZA Mauricio Luiz,,, 14,14,0.0
 1,REZENDE Bruno Mossa,,, 10,10,0.0
 8,De SOUZA Wallace,, 1,7,8,0.0
21,SOUZA Alan,, 1,6,7,0.0
12,SANTOS Isac,,, 3,3,0.0
14,CORREIA De SOUZA Douglas,,, 3,3,0.0
 6,GIL KRELING Fernando,, 1,1,2,0.0
5,BORGES ALMEIDA SILVA Mauricio,,,, ,
17,HOSS Thales,,,, ,
ls,,5.0,10,91,106,1.0
