,Avg.Rk No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
0,17,ZATORSKI Pawel,5,4.0,, 9,1.67
1,15,KOCHANOWSKI Jakub,5,,- 2,7,1.67
2, 9,LEON VENERO Wilfredo,4,3.0,, 7,1.33
3,11,DRZYZGA Fabian,3,8.0,2,13,1.0
4, 6,KUREK Bartosz,3,2.0,, 5,1.0
5,20,BIENIEK Mateusz,2,1.0,1,4,0.67
6, 1,NOWAKOWSKI Piotr,2,,-, 2,0.67
7,14,SLIWKA Aleksander,1,3.0,2,6,0.33
8,5,KACZMAREK Lukasz,,,-, ,
9,12,LOMACZ Grzegorz,,,-, ,
10,13,KUBIAK Michal,,,-, ,
11,16,SEMENIUK Kamil,,,-, ,
12,ls,,25,21.0,7,53,8.33
