Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
LEE Soyoung,,,2.0,2.0,0.0,,1.0,1.0,2.0,0.0,1.0,1.0,4.0,6.0,,2.0,2.0,4.0,8.0,,,,,,, 1,,1.0,1.0,2.0,0.0
YEUM Hye Seon,1.0,1.0,6.0,8.0,0.33,,,,,,,,1.0,1.0,,,,,,,15.0,1.0,23.0,39.0,5.0, 3,4.0,2.0,1.0,7.0,1.33
KIM Heejin,,1.0,3.0,4.0,0.0,,2.0,1.0,3.0,0.0,5.0,5.0,7.0,17.0,,,,,,,1.0,,,1.0,0.33, 4,,2.0,2.0,4.0,0.0
AN Hyejin,,,3.0,3.0,0.0,,,,,,1.0,,1.0,2.0,,,,,,,9.0,,19.0,28.0,3.0, 7,1.0,2.0,5.0,8.0,0.33
PARK Eunjin,,,4.0,4.0,0.0,,2.0,1.0,3.0,0.0,1.0,2.0,1.0,4.0,,,,,,,,,1.0,1.0,0.0,8,,,,,
KIM Yeon Koung,1.0,1.0,7.0,9.0,0.33,,,,,,8.0,2.0,9.0,19.0,31.58,3.0,,3.0,6.0,,,,1.0,1.0,0.0,10,,2.0,1.0,3.0,0.0
KIM Su Ji,,1.0,4.0,5.0,0.0,2.0,6.0,3.0,11.0,0.67,4.0,,1.0,5.0,,1.0,,,1.0,,2.0,,,2.0,0.67,11,,,,,
PARK Jeongah,,,1.0,1.0,0.0,,,,,,,,1.0,1.0,,5.0,3.0,5.0,13.0,,,,1.0,1.0,0.0,13,1.0,1.0,,2.0,0.33
YANG Hyo Jin,1.0,,5.0,6.0,0.33,1.0,2.0,4.0,7.0,0.33,3.0,1.0,1.0,5.0,,2.0,,,2.0,,,,2.0,2.0,0.0,14,3.0,3.0,1.0,7.0,1.0
JEONG Jiyun,1.0,,3.0,4.0,0.33,,1.0,2.0,3.0,0.0,3.0,2.0,7.0,12.0,,,,,,,,,,,,16,,2.0,5.0,7.0,0.0
PYO Seungju,,2.0,4.0,6.0,0.0,,1.0,,1.0,0.0,5.0,2.0,4.0,11.0,,10.0,2.0,10.0,22.0,45.45,,,,,,19,1.0,5.0,4.0,10.0,0.33
OH Jiyoung,,,,,,,,,,,,,,,,4.0,6.0,7.0,17.0,,3.0,,1.0,4.0,1.0, 9,5.0,4.0,1.0,10.0,1.67
,total,6.0,42.0,52.0,1.33,3.0,15.0,12.0,30.0,1.0,31.0,15.0,37.0,83.0,19.28,27.0,13.0,29.0,69.0,39.13,30.0,1.0,48.0,79.0,10.0,ls,15.0,24.0,21.0,60.0,5.0
