Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
LEE Soyoung,,- 1,3,4.0,0.0,,1.0,,1.0,0.0,2.0,4.0,2.0,8.0,,6.0,1.0,4.0,11.0,,,,,,, 1,,1.0,,1.0,0.0
YEUM Hye Seon,1.0,2,12,15.0,0.2,1.0,3.0,6.0,10.0,0.2,,,2.0,2.0,,,,,,,41.0,,69.0,110.0,8.2, 3,9.0,7.0,,16.0,1.8
KIM Heejin,,- 1,13,14.0,0.0,3.0,1.0,2.0,6.0,0.6,6.0,3.0,20.0,29.0,10.34,,,,,,,,2.0,2.0,0.0, 4,8.0,7.0,1.0,16.0,1.6
AN Hyejin,,-,1,1.0,0.0,,,1.0,1.0,0.0,2.0,,1.0,3.0,,,,,,,6.0,,7.0,13.0,1.2, 7,1.0,1.0,,2.0,0.2
PARK Eunjin,,-,10,10.0,0.0,,1.0,,1.0,0.0,2.0,,1.0,3.0,,,,,,,,,,,,8,,,,,
OH Jiyoung,,-,1,1.0,0.0,,,,,,,,,,,18.0,1.0,6.0,25.0,72.0,4.0,,6.0,10.0,0.8, 9,15.0,16.0,,31.0,3.0
KIM Yeon Koung,1.0,,16,17.0,0.2,1.0,2.0,5.0,8.0,0.2,26.0,8.0,19.0,53.0,33.96,10.0,,8.0,18.0,,3.0,,5.0,8.0,0.6,10,16.0,6.0,3.0,25.0,3.2
KIM Su Ji,2.0,,19,21.0,0.4,,5.0,6.0,11.0,0.0,1.0,3.0,3.0,7.0,,,,,,,1.0,,3.0,4.0,0.2,11,5.0,2.0,1.0,8.0,1.0
PARK Jeongah,,- 1,4,5.0,0.0,1.0,2.0,6.0,9.0,0.2,15.0,6.0,19.0,40.0,22.5,12.0,4.0,15.0,31.0,38.71,,,1.0,1.0,0.0,13,7.0,6.0,,13.0,1.4
YANG Hyo Jin,,-,9,9.0,0.0,6.0,3.0,8.0,17.0,1.2,5.0,3.0,4.0,12.0,,,,,,,2.0,,2.0,4.0,0.4,14,4.0,,1.0,5.0,0.8
JEONG Jiyun,,-,3,3.0,0.0,,,,,,4.0,1.0,,5.0,,,,,,,,,,,,16,1.0,1.0,,2.0,0.2
PYO Seungju,,- 1,2,3.0,0.0,,,,,,,,,,,1.0,1.0,5.0,7.0,,,,,,,19,1.0,1.0,,2.0,0.2
,total,6,93,103.0,0.8,12.0,18.0,34.0,64.0,2.4,63.0,28.0,71.0,162.0,21.6,47.0,7.0,38.0,92.0,51.09,57.0,,95.0,152.0,11.4,ls,67.0,48.0,6.0,121.0,13.4
