Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
BUSA Bianka,,2.0,11.0,13.0,0.0,1.0,,4.0,5.0,0.33,4.0,,5.0,9.0,,10.0,3.0,5.0,18.0,55.56,2.0,,1.0,3.0,0.67, 1,9.0,1.0,1.0,11.0,3.0
POPOVIC Mina,1.0,2.0,6.0,9.0,0.33,3.0,4.0,9.0,16.0,1.0,4.0,1.0,2.0,7.0,,1.0,,1.0,2.0,,1.0,,1.0,2.0,0.33, 5,2.0,1.0,,3.0,0.67
OGNJENOVIC Maja,,1.0,16.0,17.0,0.0,,2.0,5.0,7.0,0.0,4.0,,,4.0,,,,1.0,1.0,,32.0,,27.0,59.0,10.67,10,5.0,2.0,1.0,8.0,1.67
BJELICA Ana,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,
ALEKSIC Maja,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
RASIC Milena,,,9.0,9.0,0.0,1.0,1.0,3.0,5.0,0.33,5.0,1.0,2.0,8.0,,,,1.0,1.0,,,,,,,16,1.0,1.0,,2.0,0.33
POPOVIC Silvija,,,,,,,,,,,,,,,,6.0,,2.0,8.0,,4.0,,3.0,7.0,1.33,17,8.0,4.0,1.0,13.0,2.67
BOSKOVIC Tijana,6.0,6.0,6.0,18.0,2.0,2.0,,2.0,4.0,0.67,25.0,5.0,15.0,45.0,44.44,,,,,,,,1.0,1.0,0.0,18,7.0,4.0,1.0,12.0,2.33
MILENKOVIC Bojana,,,6.0,6.0,0.0,,1.0,2.0,3.0,0.0,2.0,,4.0,6.0,,9.0,2.0,3.0,14.0,64.29,1.0,,2.0,3.0,0.33,19,6.0,3.0,1.0,10.0,2.0
BLAGOJEVIC Jelena,,,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,20,,,,,
MIRKOVIC Sladjana,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,0.33, 8,1.0,,,1.0,0.33
MIHAJLOVIC Brankica,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
,total,11.0,56.0,74.0,2.33,7.0,8.0,25.0,40.0,2.33,44.0,7.0,28.0,79.0,46.84,26.0,5.0,13.0,44.0,59.09,41.0,,35.0,76.0,13.67,ls,39.0,16.0,5.0,60.0,13.0
