Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
KUROGO Ai,1.0,1.0,11.0,13.0,0.33,,3.0,2.0,5.0,0.0,12.0,4.0,8.0,24.0,33.33,,,,,,,,2.0,2.0,0.0, 1,9.0,7.0,,16.0,3.0
KOGA Sarina,,,13.0,13.0,0.0,1.0,2.0,2.0,5.0,0.33,9.0,2.0,8.0,19.0,36.84,7.0,,6.0,13.0,53.85,1.0,,,1.0,0.33, 2,4.0,,-,4.0,1.33
TASHIRO Kanami,,,3.0,3.0,0.0,,,,,,,,,,,,,,,,2.0,,,2.0,0.67,3,,,-,,
ISHIKAWA Mayu,1.0,1.0,12.0,14.0,0.33,1.0,2.0,3.0,6.0,0.33,11.0,1.0,6.0,18.0,55.56,6.0,,7.0,13.0,46.15,1.0,,3.0,4.0,0.33, 4,7.0,2.0,1,10.0,2.33
SHIMAMURA Haruyo,,,6.0,6.0,0.0,4.0,2.0,4.0,10.0,1.33,4.0,,4.0,8.0,,,,,,,,,,,, 5,1.0,,- 1,2.0,0.33
ISHII Yuki,,,3.0,3.0,0.0,,1.0,,1.0,0.0,1.0,3.0,1.0,5.0,,3.0,,5.0,8.0,,,,,,, 8,1.0,1.0,,2.0,0.33
ARAKI Erika,,1.0,9.0,10.0,0.0,,2.0,3.0,5.0,0.0,4.0,1.0,3.0,8.0,,,,,,,,,,,,11,1.0,,-,1.0,0.33
MOMII Aki,,2.0,3.0,5.0,0.0,2.0,1.0,,3.0,0.67,,,2.0,2.0,,,,,,,31.0,1.0,34.0,66.0,10.33,12,2.0,2.0,1,5.0,0.67
HAYASHI Kotona,,,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,15,1.0,,-,1.0,0.33
YAMADA Nichika,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,-,,
KOBATA Mako,,,,,,,,,,,,,,,,5.0,,1.0,6.0,,1.0,,1.0,2.0,0.33, 6,6.0,5.0,4,15.0,2.0
OKUMURA Mai,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,-,,
,total,5.0,65.0,72.0,0.67,8.0,13.0,14.0,35.0,2.67,41.0,11.0,32.0,84.0,35.71,22.0,,19.0,41.0,53.66,36.0,1.0,40.0,77.0,12.0,ls,32.0,17.0,7,56.0,10.67
