Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
BUSA Bianka,,2.0,5.0,7.0,0.0,,1.0,1.0,2.0,0.0,10.0,,7.0,17.0,,5.0,,4.0,9.0,,1.0,,,1.0,0.25, 1,7.0,5.0,,12.0,1.75
POPOVIC Mina,,1.0,5.0,6.0,0.0,1.0,5.0,6.0,12.0,0.25,1.0,1.0,,2.0,,,,,,,1.0,,,1.0,0.25, 5,1.0,1.0,,2.0,0.25
MIHAJLOVIC Brankica,,1.0,4.0,5.0,0.0,1.0,1.0,1.0,3.0,0.25,2.0,1.0,4.0,7.0,,1.0,,5.0,6.0,,,,,,, 9,2.0,4.0,,6.0,0.5
OGNJENOVIC Maja,,1.0,14.0,15.0,0.0,,6.0,5.0,11.0,0.0,1.0,,2.0,3.0,,,,,,,32.0,1.0,53.0,86.0,8.0,10,3.0,6.0,,9.0,0.75
BJELICA Ana,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,-,,
ALEKSIC Maja,,1.0,4.0,5.0,0.0,2.0,2.0,2.0,6.0,0.5,1.0,,3.0,4.0,,,,,,,,,1.0,1.0,0.0,14,,1.0,1,2.0,0.0
RASIC Milena,1.0,2.0,13.0,16.0,0.25,1.0,1.0,2.0,4.0,0.25,3.0,3.0,6.0,12.0,,,,1.0,1.0,,4.0,,1.0,5.0,1.0,16,,3.0,1,4.0,0.0
POPOVIC Silvija,,,,,,,,,,,,,,,,12.0,5.0,12.0,29.0,41.38,7.0,,5.0,12.0,1.75,17,7.0,7.0,,14.0,1.75
BOSKOVIC Tijana,1.0,5.0,7.0,13.0,0.25,1.0,2.0,,3.0,0.25,30.0,8.0,24.0,62.0,35.48,,,1.0,1.0,,1.0,,,1.0,0.25,18,16.0,5.0,,21.0,4.0
MILENKOVIC Bojana,,1.0,12.0,13.0,0.0,4.0,1.0,1.0,6.0,1.0,5.0,5.0,10.0,20.0,,24.0,1.0,17.0,42.0,57.14,1.0,,3.0,4.0,0.25,19,10.0,5.0,1,16.0,2.5
BLAGOJEVIC Jelena,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,-,,
MIRKOVIC Sladjana,,,,,,,1.0,,1.0,0.0,,,,,,,,,,,3.0,,7.0,10.0,0.75,8,,,-,,
,total,14.0,64.0,80.0,0.5,10.0,20.0,18.0,48.0,2.5,53.0,18.0,56.0,127.0,27.56,42.0,6.0,40.0,88.0,47.73,50.0,1.0,70.0,121.0,12.5,ls,46.0,37.0,3,86.0,11.5
