Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
KUROGO Ai,,- 1,14.0,15.0,0.0,,2.0,1.0,3.0,0.0,11.0,10.0,9.0,30.0,3.33,,,1.0,1.0,,,,3.0,3.0,0.0, 1,11.0,6.0,1.0,18.0,2.75
KOGA Sarina,,-,12.0,12.0,0.0,2.0,1.0,2.0,5.0,0.5,20.0,2.0,25.0,47.0,38.3,17.0,,4.0,21.0,80.95,,,1.0,1.0,0.0, 2,8.0,7.0,4.0,19.0,2.0
TASHIRO Kanami,,-,1.0,1.0,0.0,,,,,,,,,,,,,,,,1.0,,10.0,11.0,0.25, 3,,1.0,,1.0,0.0
ISHIKAWA Mayu,,- 3,9.0,12.0,0.0,,3.0,3.0,6.0,0.0,8.0,8.0,11.0,27.0,,12.0,1.0,7.0,20.0,60.0,1.0,,1.0,2.0,0.25, 4,9.0,8.0,1.0,18.0,2.25
SHIMAMURA Haruyo,1.0,,13.0,14.0,0.25,,8.0,15.0,23.0,0.0,7.0,3.0,8.0,18.0,,1.0,,,1.0,,,,1.0,1.0,0.0, 5,4.0,3.0,2.0,9.0,1.0
ISHII Yuki,,-,1.0,1.0,0.0,,,,,,,1.0,3.0,4.0,,2.0,,3.0,5.0,,,,,,, 8,3.0,1.0,,4.0,0.75
ARAKI Erika,,-,10.0,10.0,0.0,2.0,3.0,9.0,14.0,0.5,2.0,1.0,4.0,7.0,,1.0,,,1.0,,,,1.0,1.0,0.0,11,2.0,3.0,,5.0,0.5
MOMII Aki,,- 1,7.0,8.0,0.0,1.0,2.0,3.0,6.0,0.25,1.0,,2.0,3.0,,,,,,,41.0,,62.0,103.0,10.25,12,3.0,9.0,1.0,13.0,0.75
HAYASHI Kotona,,-,5.0,5.0,0.0,,,3.0,3.0,0.0,,,5.0,5.0,,1.0,,2.0,3.0,,1.0,,,1.0,0.25,15,1.0,1.0,1.0,3.0,0.25
YAMADA Nichika,,-,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,
KOBATA Mako,,-,,,,,,,,,,,,,,19.0,,5.0,24.0,79.17,,,3.0,3.0,0.0, 6,9.0,5.0,1.0,15.0,2.25
OKUMURA Mai,,-,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
,total,5,72.0,78.0,0.25,5.0,19.0,36.0,60.0,1.25,49.0,25.0,67.0,141.0,17.02,53.0,1.0,22.0,76.0,69.74,44.0,,83.0,127.0,11.0,ls,50.0,44.0,11.0,105.0,12.5
