Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
OZBAY Cansu,,,11.0,11.0,0.0,1.0,4.0,,5.0,0.2,1.0,,1.0,2.0,,,,,,,23.0,,35.0,58.0,4.6, 3,8.0,2.0,,10.0,1.6
SENOGLU Tugba,1.0,1.0,14.0,16.0,0.2,2.0,4.0,3.0,9.0,0.4,10.0,2.0,10.0,22.0,36.36,4.0,,8.0,12.0,,2.0,,2.0,4.0,0.4, 4,6.0,2.0,,8.0,1.2
BALADIN Hande,1.0,,8.0,9.0,0.2,1.0,,,1.0,0.2,4.0,2.0,5.0,11.0,,3.0,3.0,5.0,11.0,,,,,,, 7,2.0,5.0,,7.0,0.4
ISMAILOGLU Meliha,1.0,1.0,14.0,16.0,0.2,1.0,2.0,2.0,5.0,0.2,8.0,5.0,8.0,21.0,14.29,18.0,2.0,10.0,30.0,60.0,1.0,,2.0,3.0,0.2, 9,9.0,4.0,3.0,16.0,1.8
AYDEMIR AKYOL Naz,1.0,1.0,5.0,7.0,0.2,,1.0,1.0,2.0,0.0,,,1.0,1.0,,,,,,,22.0,3.0,23.0,48.0,4.4,11,3.0,2.0,1.0,6.0,0.6
BOZ Meryem,,4.0,7.0,11.0,0.0,2.0,4.0,3.0,9.0,0.4,20.0,11.0,12.0,43.0,20.93,1.0,1.0,,2.0,,1.0,,1.0,2.0,0.2,13,4.0,2.0,1.0,7.0,0.8
ERDEM DUNDAR Eda,,,12.0,12.0,0.0,2.0,6.0,5.0,13.0,0.4,4.0,2.0,2.0,8.0,,,,,,,1.0,,1.0,2.0,0.2,14,4.0,2.0,,6.0,0.8
GUNES Zehra,,,15.0,15.0,0.0,7.0,6.0,11.0,24.0,1.4,4.0,2.0,4.0,10.0,,,,,,,,,2.0,2.0,0.0,18,3.0,2.0,,5.0,0.6
AKOZ Simge Sebnem,,,,,,,,,,,,,,,,19.0,4.0,10.0,33.0,57.58,4.0,,5.0,9.0,0.8, 2,10.0,8.0,7.0,25.0,2.0
ERCAN Seyma,,,,,,,,1.0,1.0,0.0,,1.0,,1.0,,1.0,1.0,,2.0,,,,,,,5,,,,,
CALISKAN Kubra,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
KARAKURT Ebrar,,,4.0,4.0,0.0,,1.0,,1.0,0.0,5.0,2.0,3.0,10.0,,,,,,,,,,,,99,2.0,,,2.0,0.4
,total,7.0,90.0,101.0,0.8,16.0,28.0,26.0,70.0,3.2,56.0,27.0,46.0,129.0,22.48,46.0,11.0,33.0,90.0,51.11,54.0,3.0,71.0,128.0,10.8,ls,51.0,29.0,12.0,92.0,10.2
