Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
BUSA Bianka,2.0,2.0,12.0,16.0,0.67,,1.0,,1.0,0.0,6.0,2.0,5.0,13.0,30.77,15.0,1.0,9.0,25.0,60.0,,,,,, 1,8,1.0,,9.0,2.67
POPOVIC Mina,,1.0,6.0,7.0,0.0,1.0,3.0,1.0,5.0,0.33,1.0,1.0,2.0,4.0,,,,,,,,,1.0,1.0,0.0, 5,1,,-,1.0,0.33
MIRKOVIC Sladjana,,,4.0,4.0,0.0,,1.0,,1.0,0.0,1.0,,,1.0,,,,,,,14.0,,15.0,29.0,4.67, 8,1,,-,1.0,0.33
MIHAJLOVIC Brankica,4.0,2.0,5.0,11.0,1.33,3.0,3.0,1.0,7.0,1.0,10.0,4.0,4.0,18.0,33.33,3.0,,2.0,5.0,,2.0,,,2.0,0.67, 9,3,1.0,1,5.0,1.0
OGNJENOVIC Maja,,3.0,6.0,9.0,0.0,,,3.0,3.0,0.0,,,1.0,1.0,,,,,,,22.0,1.0,11.0,34.0,7.33,10,1,1.0,,2.0,0.33
BJELICA Ana,,1.0,1.0,2.0,0.0,,1.0,1.0,2.0,0.0,9.0,,2.0,11.0,,,,,,,,,,,,13,1,,- 1,2.0,0.33
ALEKSIC Maja,1.0,2.0,4.0,7.0,0.33,3.0,5.0,4.0,12.0,1.0,5.0,2.0,3.0,10.0,,,,,,,2.0,,4.0,6.0,0.67,14,2,1.0,,3.0,0.67
RASIC Milena,,,7.0,7.0,0.0,,1.0,1.0,2.0,0.0,6.0,1.0,2.0,9.0,,1.0,,,1.0,,,,,,,16,3,,- 1,4.0,1.0
POPOVIC Silvija,,,,,,,,,,,,,,,,3.0,,4.0,7.0,,2.0,,2.0,4.0,0.67,17,4,4.0,1,9.0,1.33
BOSKOVIC Tijana,1.0,2.0,1.0,4.0,0.33,1.0,2.0,,3.0,0.33,7.0,,2.0,9.0,,,,,,,2.0,,1.0,3.0,0.67,18,1,1.0,,2.0,0.33
MILENKOVIC Bojana,,,,,,,,2.0,2.0,0.0,2.0,,2.0,4.0,,4.0,,1.0,5.0,,1.0,,,1.0,0.33,19,4,,-,4.0,1.33
BLAGOJEVIC Jelena,2.0,,5.0,7.0,0.67,,,,,,,,,,,4.0,,1.0,5.0,,,,1.0,1.0,0.0,20,4,,-,4.0,1.33
,total,13.0,51.0,74.0,3.33,8.0,17.0,13.0,38.0,2.67,47.0,10.0,23.0,80.0,46.25,30.0,1.0,17.0,48.0,62.5,45.0,1.0,35.0,81.0,15.0,ls,33,9.0,4,46.0,11.0
