Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
LEE Soyoung,,1.0,8.0,9.0,0.0,,,2.0,2.0,0.0,8.0,2.0,8.0,18.0,,13.0,,5.0,18.0,,1.0,,,1.0,0.2, 1,8.0,9.0,6.0,23.0,1.6
YEUM Hye Seon,1.0,3.0,17.0,21.0,0.2,1.0,3.0,9.0,13.0,0.2,,,2.0,2.0,,,,,,,46.0,2.0,80.0,128.0,9.2, 3,7.0,6.0,,13.0,1.4
KIM Heejin,,,10.0,10.0,0.0,2.0,2.0,13.0,17.0,0.4,6.0,4.0,29.0,39.0,5.13,,,,,,,,3.0,3.0,0.0, 4,5.0,4.0,3.0,12.0,1.0
AN Hyejin,,,4.0,4.0,0.0,,1.0,,1.0,0.0,,1.0,1.0,2.0,,,,,,,10.0,1.0,8.0,19.0,2.0, 7,1.0,1.0,2.0,4.0,0.2
PARK Eunjin,,,2.0,2.0,0.0,,,1.0,1.0,0.0,1.0,1.0,,2.0,,,,,,,,,1.0,1.0,0.0, 8,1.0,,2.0,3.0,0.2
KIM Yeon Koung,,,18.0,18.0,0.0,3.0,1.0,4.0,8.0,0.6,27.0,6.0,31.0,64.0,32.81,19.0,,21.0,40.0,47.5,,,8.0,8.0,0.0,10,18.0,7.0,3.0,28.0,3.6
KIM Su Ji,,2.0,16.0,18.0,0.0,,7.0,8.0,15.0,0.0,1.0,2.0,3.0,6.0,,,,,,,,,1.0,1.0,0.0,11,3.0,2.0,,5.0,0.6
PARK Jeongah,,2.0,3.0,5.0,0.0,4.0,2.0,2.0,8.0,0.8,11.0,3.0,21.0,35.0,22.86,7.0,,9.0,16.0,,,,1.0,1.0,0.0,13,3.0,4.0,2.0,9.0,0.6
YANG Hyo Jin,,,10.0,10.0,0.0,4.0,11.0,7.0,22.0,0.8,8.0,1.0,7.0,16.0,,,,,,,1.0,,2.0,3.0,0.2,14,2.0,1.0,1.0,4.0,0.4
JEONG Jiyun,,,1.0,1.0,0.0,,1.0,,1.0,0.0,,,1.0,1.0,,,,,,,,,,,,16,,,,,
PYO Seungju,,,2.0,2.0,0.0,,1.0,,1.0,0.0,1.0,,1.0,2.0,,,,1.0,1.0,,,,,,,19,,,,,
OH Jiyoung,,,,,,,,,,,,,,,,14.0,1.0,3.0,18.0,,1.0,,8.0,9.0,0.2, 9,25.0,7.0,5.0,37.0,5.0
,total,8.0,91.0,100.0,0.2,14.0,29.0,46.0,89.0,2.8,63.0,20.0,104.0,187.0,22.99,53.0,1.0,39.0,93.0,56.99,59.0,3.0,112.0,174.0,11.8,ls,73.0,41.0,24.0,138.0,14.6
