Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
WAIRIMU Jane Wacu,,,8.0,8.0,0.0,,1.0,3.0,4.0,0.0,3.0,1.0,3.0,7.0,,,,,,,27.0,,41.0,68.0,9.0, 1,1.0,2.0,4.0,7.0,0.33
KASAYA Leonida,,2.0,5.0,7.0,0.0,,3.0,5.0,8.0,0.0,6.0,6.0,10.0,22.0,,7.0,1.0,6.0,14.0,,,,1.0,1.0,0.0, 4,3.0,5.0,3.0,11.0,1.0
KIPRONO Sharon Chepchumba,,2.0,5.0,7.0,0.0,2.0,3.0,3.0,8.0,0.67,16.0,7.0,13.0,36.0,25.0,,,,,,,,1.0,1.0,0.0, 5,2.0,2.0,2.0,6.0,0.67
MURAMBI Noel,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
EMANIMAN Gladys Ekaru,,1.0,1.0,2.0,0.0,1.0,3.0,2.0,6.0,0.33,1.0,1.0,,2.0,,,,,,,,1.0,1.0,2.0,0.0,12,,,,,
KAEI Lorine Chebet,,3.0,2.0,5.0,0.0,3.0,3.0,1.0,7.0,1.0,2.0,1.0,2.0,5.0,,,,,,,,,,,,13,,1.0,,1.0,0.0
MOIM Mercy,,2.0,14.0,16.0,0.0,2.0,2.0,1.0,5.0,0.67,3.0,4.0,9.0,16.0,,16.0,1.0,14.0,31.0,51.61,,,1.0,1.0,0.0,14,5.0,6.0,2.0,13.0,1.67
JEPKIRUI Pamela,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,
KUNDU Agripina Khayesi,,,,,,,,,,,,,,,,9.0,,12.0,21.0,42.86,,,1.0,1.0,0.0,16,11.0,8.0,2.0,21.0,3.67
CHEMTAI Emmaculate,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,18,,,1.0,1.0,0.0
MUKUVILANI Edith,,,7.0,7.0,0.0,,1.0,3.0,4.0,0.0,1.0,2.0,5.0,8.0,,,,,,,1.0,,2.0,3.0,0.33,19,,1.0,2.0,3.0,0.0
LUSENAKA Joy,,,,,,,,,,,,,,,,,,,,,1.0,,6.0,7.0,0.33, 8,,,1.0,1.0,0.0
,total,10.0,42.0,52.0,0.0,8.0,16.0,19.0,43.0,2.67,33.0,23.0,43.0,99.0,10.1,32.0,2.0,32.0,66.0,48.48,29.0,1.0,54.0,84.0,9.67,ls,22.0,25.0,17.0,64.0,7.33
