Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
OZBAY Cansu,1.0,2.0,5.0,8.0,0.33,,1.0,1.0,2.0,0.0,,,2.0,2.0,,,,,,,18.0,,25.0,43.0,6.0, 3,,1.0,1.0,2.0,0.0
BALADIN Hande,,1.0,10.0,11.0,0.0,2.0,1.0,7.0,10.0,0.67,12.0,3.0,9.0,24.0,37.5,8.0,,4.0,12.0,,,,,,, 7,7.0,4.0,,11.0,2.33
ISMAILOGLU Meliha,,3.0,10.0,13.0,0.0,,,3.0,3.0,0.0,6.0,1.0,7.0,14.0,,15.0,,8.0,23.0,65.22,1.0,,1.0,2.0,0.33, 9,4.0,3.0,5.0,12.0,1.33
AYDEMIR AKYOL Naz,,1.0,5.0,6.0,0.0,,3.0,1.0,4.0,0.0,,,,,,,,1.0,1.0,,21.0,,26.0,47.0,7.0,11,4.0,3.0,2.0,9.0,1.33
BOZ Meryem,,1.0,1.0,2.0,0.0,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,13,,1.0,,1.0,0.0
ERDEM DUNDAR Eda,,1.0,5.0,6.0,0.0,4.0,2.0,12.0,18.0,1.33,9.0,2.0,7.0,18.0,38.89,,,,,,,,,,,14,,,1.0,1.0,0.0
GUNES Zehra,,1.0,11.0,12.0,0.0,7.0,5.0,6.0,18.0,2.33,5.0,1.0,3.0,9.0,,,,,,,3.0,,1.0,4.0,1.0,18,1.0,1.0,1.0,3.0,0.33
AKOZ Simge Sebnem,,,,,,,,,,,,,,,,13.0,1.0,3.0,17.0,76.47,1.0,,3.0,4.0,0.33, 2,18.0,4.0,5.0,27.0,6.0
SENOGLU Tugba,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
ERCAN Seyma,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
CALISKAN Kubra,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
KARAKURT Ebrar,1.0,2.0,13.0,16.0,0.33,,2.0,1.0,3.0,0.0,11.0,7.0,16.0,34.0,11.76,,,,,,,,,,,99,6.0,1.0,3.0,10.0,2.0
,total,12.0,60.0,74.0,0.67,13.0,14.0,31.0,58.0,4.33,44.0,15.0,44.0,103.0,28.16,36.0,1.0,16.0,53.0,67.92,44.0,,56.0,100.0,14.67,ls,40.0,18.0,18.0,76.0,13.33
