Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
YUAN Xinyue,1.0,1.0,11.0,13.0,0.2,4.0,8.0,11.0,23.0,0.8,6.0,2.0,10.0,18.0,,1.0,,1.0,2.0,,,,3.0,3.0,0.0, 1,1.0,1.0,,2.0,0.2
ZHU Ting,1.0,,17.0,18.0,0.2,1.0,3.0,2.0,6.0,0.2,15.0,11.0,18.0,44.0,9.09,6.0,3.0,3.0,12.0,,1.0,,3.0,4.0,0.2, 2,11.0,11.0,2.0,24.0,2.2
GONG Xiangyu,,,8.0,8.0,0.0,,3.0,5.0,8.0,0.0,5.0,6.0,9.0,20.0,,12.0,,5.0,17.0,,1.0,,2.0,3.0,0.2, 6,3.0,1.0,2.0,6.0,0.6
WANG Yuanyuan,1.0,,9.0,10.0,0.2,2.0,1.0,3.0,6.0,0.4,4.0,2.0,2.0,8.0,,,,1.0,1.0,,,,2.0,2.0,0.0, 7,,,2.0,2.0,0.0
ZHANG Changning,1.0,2.0,9.0,12.0,0.2,2.0,3.0,5.0,10.0,0.4,7.0,3.0,9.0,19.0,,14.0,,3.0,17.0,,2.0,,1.0,3.0,0.4, 9,6.0,6.0,4.0,16.0,1.2
LIU Xiaotong,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,
YAO Di,,,7.0,7.0,0.0,,,2.0,2.0,0.0,,,1.0,1.0,,,,,,,15.0,1.0,25.0,41.0,3.0,11,3.0,3.0,4.0,10.0,0.6
LI Yingying,4.0,1.0,17.0,22.0,0.8,,3.0,3.0,6.0,0.0,23.0,9.0,21.0,53.0,26.42,14.0,,6.0,20.0,,,,4.0,4.0,0.0,12,10.0,8.0,5.0,23.0,2.0
DING Xia,,,8.0,8.0,0.0,1.0,2.0,10.0,13.0,0.2,,1.0,3.0,4.0,,,,,,,42.0,,46.0,88.0,8.4,16,3.0,9.0,5.0,17.0,0.6
YAN Ni,,,7.0,7.0,0.0,,5.0,7.0,12.0,0.0,3.0,1.0,1.0,5.0,,2.0,,1.0,3.0,,,,,,,17,1.0,1.0,1.0,3.0,0.2
WANG Mengjie,,,,,,,,,,,,,,,,17.0,1.0,10.0,28.0,60.71,1.0,,12.0,13.0,0.2,18,11.0,9.0,5.0,25.0,2.2
LIU Yanhan,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,19,,,,,
,total,4.0,93.0,105.0,1.6,10.0,28.0,49.0,87.0,2.0,63.0,35.0,74.0,172.0,16.28,66.0,4.0,30.0,100.0,66.0,62.0,1.0,98.0,161.0,12.4,ls,49.0,49.0,30.0,128.0,9.8
