Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
KOROLEVA Irina,,,8.0,8.0,0.0,6.0,3.0,7.0,16.0,1.5,8.0,,5.0,13.0,,,1.0,,1.0,,2.0,,2.0,4.0,0.5, 6,,4.0,1.0,5.0,0.0
GONCHAROVA Nataliya,,,7.0,7.0,0.0,2.0,7.0,3.0,12.0,0.5,9.0,8.0,16.0,33.0,3.03,,,1.0,1.0,,,,2.0,2.0,0.0, 8,6.0,4.0,,10.0,1.5
FEDOROVTSEVA Arina,1.0,2.0,19.0,22.0,0.25,1.0,2.0,3.0,6.0,0.25,18.0,6.0,15.0,39.0,30.77,7.0,2.0,15.0,24.0,29.17,,,,,,10,10.0,4.0,4.0,18.0,2.5
LAZAREVA Anna,,1.0,3.0,4.0,0.0,,1.0,1.0,2.0,0.0,,2.0,1.0,3.0,,2.0,,,2.0,,,,1.0,1.0,0.0,12,1.0,1.0,,2.0,0.25
STARTSEVA Evgeniya,,1.0,12.0,13.0,0.0,,6.0,10.0,16.0,0.0,,,1.0,1.0,,,1.0,1.0,2.0,,44.0,1.0,62.0,107.0,11.0,13,1.0,7.0,4.0,12.0,0.25
FETISOVA Irina,,1.0,7.0,8.0,0.0,4.0,8.0,3.0,15.0,1.0,2.0,,3.0,5.0,,,,,,,2.0,,1.0,3.0,0.5,14,2.0,,2.0,4.0,0.5
VORONKOVA Irina,1.0,1.0,13.0,15.0,0.25,1.0,3.0,1.0,5.0,0.25,16.0,6.0,17.0,39.0,25.64,23.0,2.0,19.0,44.0,52.27,,,1.0,1.0,0.0,16,6.0,5.0,2.0,13.0,1.5
PODKOPAEVA Anna,,,,,,,,,,,,,,,,11.0,,5.0,16.0,,4.0,,5.0,9.0,1.0,19,9.0,5.0,7.0,21.0,2.25
SMIRNOVA Kseniia,,1.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,25,,,,,
ENINA Ekaterina,,,8.0,8.0,0.0,1.0,3.0,2.0,6.0,0.25,2.0,1.0,,3.0,,,,,,,,,,,,26,4.0,2.0,2.0,8.0,1.0
PILIPENKO Daria,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
MATVEEVA Polina,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,1.0,,3.0,4.0,0.25,5,,,,,
,total,7.0,79.0,88.0,0.5,15.0,33.0,31.0,79.0,3.75,55.0,23.0,58.0,136.0,23.53,43.0,6.0,41.0,90.0,47.78,53.0,1.0,77.0,131.0,13.25,ls,39.0,32.0,22.0,93.0,9.75
