Name,SVP,SVE,SVI,SVA,SV/S,BP,BE,BI,BA,BP/S,AP,AE,AI,AA,AEff%,Rx,RE,RI,RA,RSucc%,STx,STE,STI,STA,STx/S,No.,Dx,DE,DI,DA,Dx/S
BUSA Bianka,,,1.0,1.0,0.0,,1.0,,1.0,0.0,,1.0,1.0,2.0,,3.0,,,3.0,,,,,,,1,,,,,
POPOVIC Mina,1.0,1.0,13.0,15.0,0.33,5.0,5.0,7.0,17.0,1.67,4.0,1.0,4.0,9.0,,,,,,,1.0,,,1.0,0.33, 5,,1.0,2.0,3.0,0.0
OGNJENOVIC Maja,,1.0,11.0,12.0,0.0,2.0,2.0,5.0,9.0,0.67,2.0,1.0,1.0,4.0,,,1.0,,1.0,,37.0,,39.0,76.0,12.33,10,3.0,5.0,3.0,11.0,1.0
BJELICA Ana,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,
ALEKSIC Maja,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
RASIC Milena,,,12.0,12.0,0.0,2.0,2.0,3.0,7.0,0.67,7.0,,6.0,13.0,,,,,,,1.0,,,1.0,0.33,16,,2.0,1.0,3.0,0.0
POPOVIC Silvija,,,,,,,,,,,,,,,,6.0,,,6.0,,4.0,,1.0,5.0,1.33,17,11.0,7.0,1.0,19.0,3.67
BOSKOVIC Tijana,1.0,1.0,9.0,11.0,0.33,2.0,4.0,2.0,8.0,0.67,31.0,6.0,12.0,49.0,51.02,,,,,,,,3.0,3.0,0.0,18,4.0,,2.0,6.0,1.33
MILENKOVIC Bojana,1.0,1.0,15.0,17.0,0.33,,3.0,,3.0,0.0,2.0,3.0,5.0,10.0,,29.0,1.0,9.0,39.0,74.36,1.0,,,1.0,0.33,19,7.0,5.0,,12.0,2.33
BLAGOJEVIC Jelena,,1.0,6.0,7.0,0.0,,5.0,2.0,7.0,0.0,4.0,1.0,7.0,12.0,,4.0,,6.0,10.0,,4.0,,2.0,6.0,1.33,20,6.0,2.0,4.0,12.0,2.0
MIRKOVIC Sladjana,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
MIHAJLOVIC Brankica,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
,total,5.0,67.0,75.0,1.0,11.0,22.0,19.0,52.0,3.67,50.0,13.0,36.0,99.0,37.37,42.0,2.0,15.0,59.0,71.19,48.0,,45.0,93.0,16.0,ls,31.0,22.0,13.0,66.0,10.33
